x,y,z,type,cmd,path_id
0.5492,0.13799999999999998,0.0,1,DRAW_SEGMENT,13
0.5504,0.13679999999999998,0.0,1,DRAW_SEGMENT,13
0.5516,0.13679999999999998,0.0,1,DRAW_SEGMENT,13
0.5528,0.1356,0.0,1,DRAW_SEGMENT,13
0.554,0.1344,0.0,1,DRAW_SEGMENT,13
0.5552,0.13319999999999999,0.0,1,DRAW_SEGMENT,13
0.5564,0.13199999999999998,0.0,1,DRAW_SEGMENT,13
0.5576,0.13199999999999998,0.0,1,DRAW_SEGMENT,13
0.5588,0.1308,0.0,1,DRAW_SEGMENT,13
0.56,0.1296,0.0,1,DRAW_SEGMENT,13
0.5612,0.1284,0.0,1,DRAW_SEGMENT,13
0.5624,0.12719999999999998,0.0,1,DRAW_SEGMENT,13
0.5636,0.126,0.0,1,DRAW_SEGMENT,13
0.5648,0.1248,0.0,1,DRAW_SEGMENT,13
0.566,0.12359999999999999,0.0,1,DRAW_SEGMENT,13
0.5672,0.1224,0.0,1,DRAW_SEGMENT,13
0.5684,0.12119999999999999,0.0,1,DRAW_SEGMENT,13
0.5696,0.12,0.0,1,DRAW_SEGMENT,13
0.5708,0.11879999999999999,0.0,1,DRAW_SEGMENT,13
0.572,0.1176,0.0,1,DRAW_SEGMENT,13
0.572,0.11639999999999999,0.0,1,DRAW_SEGMENT,13
0.5731999999999999,0.1152,0.0,1,DRAW_SEGMENT,13
0.5744,0.11399999999999999,0.0,1,DRAW_SEGMENT,13
0.5756,0.11279999999999998,0.0,1,DRAW_SEGMENT,13
0.5768,0.11159999999999999,0.0,1,DRAW_SEGMENT,13
0.5768,0.11039999999999998,0.0,1,DRAW_SEGMENT,13
0.578,0.10919999999999999,0.0,1,DRAW_SEGMENT,13
0.5791999999999999,0.10799999999999998,0.0,1,DRAW_SEGMENT,13
0.5804,0.10679999999999999,0.0,1,DRAW_SEGMENT,13
0.5816,0.10559999999999999,0.0,1,DRAW_SEGMENT,13
0.5816,0.10439999999999999,0.0,1,DRAW_SEGMENT,13
0.5828,0.10319999999999999,0.0,1,DRAW_SEGMENT,13
0.584,0.102,0.0,1,DRAW_SEGMENT,13
0.584,0.10079999999999999,0.0,1,DRAW_SEGMENT,13
0.5851999999999999,0.0996,0.0,1,DRAW_SEGMENT,13
0.5864,0.09839999999999999,0.0,1,DRAW_SEGMENT,13
0.5864,0.0972,0.0,1,DRAW_SEGMENT,13
0.5876,0.09599999999999999,0.0,1,DRAW_SEGMENT,13
0.5888,0.0948,0.0,1,DRAW_SEGMENT,13
0.5888,0.09359999999999999,0.0,1,DRAW_SEGMENT,13
0.59,0.0924,0.0,1,DRAW_SEGMENT,13
0.5912,0.09119999999999999,0.0,1,DRAW_SEGMENT,13
0.5912,0.09,0.0,1,DRAW_SEGMENT,13
0.5924,0.08879999999999999,0.0,1,DRAW_SEGMENT,13
0.5924,0.0876,0.0,1,DRAW_SEGMENT,13
0.5936,0.08639999999999999,0.0,1,DRAW_SEGMENT,13
0.5936,0.0852,0.0,1,DRAW_SEGMENT,13
0.5948,0.08399999999999999,0.0,1,DRAW_SEGMENT,13
0.596,0.0828,0.0,1,DRAW_SEGMENT,13
0.596,0.08159999999999999,0.0,1,DRAW_SEGMENT,13
0.5972,0.0804,0.0,1,DRAW_SEGMENT,13
0.5972,0.07919999999999999,0.0,1,DRAW_SEGMENT,13
0.5984,0.078,0.0,1,DRAW_SEGMENT,13
0.5996,0.0768,0.0,1,DRAW_SEGMENT,13
0.5996,0.07559999999999999,0.0,1,DRAW_SEGMENT,13
0.6008,0.0744,0.0,1,DRAW_SEGMENT,13
0.6008,0.07319999999999999,0.0,1,DRAW_SEGMENT,13
0.602,0.072,0.0,1,DRAW_SEGMENT,13
0.602,0.07079999999999999,0.0,1,DRAW_SEGMENT,13
0.6032,0.0696,0.0,1,DRAW_SEGMENT,13
0.6044,0.06839999999999999,0.0,1,DRAW_SEGMENT,13
0.6044,0.0672,0.0,1,DRAW_SEGMENT,13
0.6056,0.06599999999999999,0.0,1,DRAW_SEGMENT,13
0.6056,0.0648,0.0,1,DRAW_SEGMENT,13
0.6068,0.06359999999999999,0.0,1,DRAW_SEGMENT,13
0.6068,0.0624,0.0,1,DRAW_SEGMENT,13
0.608,0.0612,0.0,1,DRAW_SEGMENT,13
0.608,0.06,0.0,1,DRAW_SEGMENT,13
0.6092,0.0588,0.0,1,DRAW_SEGMENT,13
0.6092,0.0576,0.0,1,DRAW_SEGMENT,13
0.6103999999999999,0.05639999999999999,0.0,1,DRAW_SEGMENT,13
0.6103999999999999,0.05519999999999999,0.0,1,DRAW_SEGMENT,13
0.6116,0.05399999999999999,0.0,1,DRAW_SEGMENT,13
0.6116,0.05279999999999999,0.0,1,DRAW_SEGMENT,13
0.6128,0.05159999999999999,0.0,1,DRAW_SEGMENT,13
0.614,0.05039999999999999,0.0,1,DRAW_SEGMENT,13
0.614,0.049199999999999994,0.0,1,DRAW_SEGMENT,13
0.6152,0.047999999999999994,0.0,1,DRAW_SEGMENT,13
0.6152,0.046799999999999994,0.0,1,DRAW_SEGMENT,13
0.6152,0.045599999999999995,0.0,1,DRAW_SEGMENT,13
0.6164,0.044399999999999995,0.0,1,DRAW_SEGMENT,13
0.6164,0.043199999999999995,0.0,1,DRAW_SEGMENT,13
0.6176,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.6176,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.6188,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.6188,0.0384,0.0,1,DRAW_SEGMENT,13
0.62,0.0372,0.0,1,DRAW_SEGMENT,13
0.62,0.036,0.0,1,DRAW_SEGMENT,13
0.6212,0.0348,0.0,1,DRAW_SEGMENT,13
0.6212,0.0336,0.0,1,DRAW_SEGMENT,13
0.6224,0.0324,0.0,1,DRAW_SEGMENT,13
0.6224,0.0312,0.0,1,DRAW_SEGMENT,13
0.6235999999999999,0.03,0.0,1,DRAW_SEGMENT,13
0.6235999999999999,0.0288,0.0,1,DRAW_SEGMENT,13
0.6235999999999999,0.027599999999999996,0.0,1,DRAW_SEGMENT,13
0.6248,0.026399999999999996,0.0,1,DRAW_SEGMENT,13
0.6248,0.025199999999999997,0.0,1,DRAW_SEGMENT,13
0.626,0.023999999999999997,0.0,1,DRAW_SEGMENT,13
0.626,0.022799999999999997,0.0,1,DRAW_SEGMENT,13
0.626,0.021599999999999998,0.0,1,DRAW_SEGMENT,13
0.6272,0.020399999999999998,0.0,1,DRAW_SEGMENT,13
0.6272,0.0192,0.0,1,DRAW_SEGMENT,13
0.6284,0.018,0.0,1,DRAW_SEGMENT,13
0.6284,0.0168,0.0,1,DRAW_SEGMENT,13
0.6284,0.0156,0.0,1,DRAW_SEGMENT,13
0.6295999999999999,0.0144,0.0,1,DRAW_SEGMENT,13
0.6295999999999999,0.013199999999999998,0.0,1,DRAW_SEGMENT,13
0.6308,0.011999999999999999,0.0,1,DRAW_SEGMENT,13
0.6308,0.010799999999999999,0.0,1,DRAW_SEGMENT,13
0.6308,0.0096,0.0,1,DRAW_SEGMENT,13
0.632,0.0084,0.0,1,DRAW_SEGMENT,13
0.632,0.0072,0.0,1,DRAW_SEGMENT,13
0.6332,0.005999999999999999,0.0,1,DRAW_SEGMENT,13
0.6332,0.0048,0.0,1,DRAW_SEGMENT,13
0.6332,0.0036,0.0,1,DRAW_SEGMENT,13
0.6344,0.0024,0.0,1,DRAW_SEGMENT,13
0.6344,0.0012,0.0,1,DRAW_SEGMENT,13
0.6355999999999999,0.0,0.0,1,DRAW_SEGMENT,13
0.6355999999999999,-0.0012,0.0,1,DRAW_SEGMENT,13
0.6368,-0.0024,0.0,1,DRAW_SEGMENT,13
0.6368,-0.0036,0.0,1,DRAW_SEGMENT,13
0.638,-0.0048,0.0,1,DRAW_SEGMENT,13
0.638,-0.005999999999999999,0.0,1,DRAW_SEGMENT,13
0.6392,-0.0072,0.0,1,DRAW_SEGMENT,13
0.6392,-0.0084,0.0,1,DRAW_SEGMENT,13
0.6404,-0.0096,0.0,1,DRAW_SEGMENT,13
0.6404,-0.010799999999999999,0.0,1,DRAW_SEGMENT,13
0.6404,-0.011999999999999999,0.0,1,DRAW_SEGMENT,13
0.6404,-0.013199999999999998,0.0,1,DRAW_SEGMENT,13
0.6416,-0.0144,0.0,1,DRAW_SEGMENT,13
0.6404,-0.0156,0.0,1,DRAW_SEGMENT,13
0.6404,-0.0168,0.0,1,DRAW_SEGMENT,13
0.6404,-0.018,0.0,1,DRAW_SEGMENT,13
0.6416,-0.0192,0.0,1,DRAW_SEGMENT,13
0.6416,-0.020399999999999998,0.0,1,DRAW_SEGMENT,13
0.6416,-0.021599999999999998,0.0,1,DRAW_SEGMENT,13
0.6404,-0.022799999999999997,0.0,1,DRAW_SEGMENT,13
0.6392,-0.021599999999999998,0.0,1,DRAW_SEGMENT,13
0.638,-0.020399999999999998,0.0,1,DRAW_SEGMENT,13
0.6368,-0.0192,0.0,1,DRAW_SEGMENT,13
0.6355999999999999,-0.018,0.0,1,DRAW_SEGMENT,13
0.6355999999999999,-0.0168,0.0,1,DRAW_SEGMENT,13
0.6344,-0.0156,0.0,1,DRAW_SEGMENT,13
0.6332,-0.0144,0.0,1,DRAW_SEGMENT,13
0.632,-0.013199999999999998,0.0,1,DRAW_SEGMENT,13
0.632,-0.011999999999999999,0.0,1,DRAW_SEGMENT,13
0.6308,-0.010799999999999999,0.0,1,DRAW_SEGMENT,13
0.6295999999999999,-0.0096,0.0,1,DRAW_SEGMENT,13
0.6284,-0.0084,0.0,1,DRAW_SEGMENT,13
0.6284,-0.0072,0.0,1,DRAW_SEGMENT,13
0.6272,-0.005999999999999999,0.0,1,DRAW_SEGMENT,13
0.626,-0.0048,0.0,1,DRAW_SEGMENT,13
0.6248,-0.0036,0.0,1,DRAW_SEGMENT,13
0.6235999999999999,-0.0024,0.0,1,DRAW_SEGMENT,13
0.6224,-0.0012,0.0,1,DRAW_SEGMENT,13
0.6212,0.0,0.0,1,DRAW_SEGMENT,13
0.62,0.0012,0.0,1,DRAW_SEGMENT,13
0.6188,0.0024,0.0,1,DRAW_SEGMENT,13
0.6176,0.0036,0.0,1,DRAW_SEGMENT,13
0.6164,0.0048,0.0,1,DRAW_SEGMENT,13
0.6152,0.005999999999999999,0.0,1,DRAW_SEGMENT,13
0.614,0.0072,0.0,1,DRAW_SEGMENT,13
0.6128,0.0072,0.0,1,DRAW_SEGMENT,13
0.6116,0.0084,0.0,1,DRAW_SEGMENT,13
0.6103999999999999,0.0096,0.0,1,DRAW_SEGMENT,13
0.6092,0.010799999999999999,0.0,1,DRAW_SEGMENT,13
0.608,0.010799999999999999,0.0,1,DRAW_SEGMENT,13
0.6068,0.011999999999999999,0.0,1,DRAW_SEGMENT,13
0.6056,0.013199999999999998,0.0,1,DRAW_SEGMENT,13
0.6044,0.0144,0.0,1,DRAW_SEGMENT,13
0.6032,0.0144,0.0,1,DRAW_SEGMENT,13
0.602,0.0156,0.0,1,DRAW_SEGMENT,13
0.6008,0.0156,0.0,1,DRAW_SEGMENT,13
0.5996,0.0168,0.0,1,DRAW_SEGMENT,13
0.5984,0.018,0.0,1,DRAW_SEGMENT,13
0.5972,0.018,0.0,1,DRAW_SEGMENT,13
0.596,0.0192,0.0,1,DRAW_SEGMENT,13
0.5948,0.0192,0.0,1,DRAW_SEGMENT,13
0.5936,0.020399999999999998,0.0,1,DRAW_SEGMENT,13
0.5924,0.020399999999999998,0.0,1,DRAW_SEGMENT,13
0.5912,0.021599999999999998,0.0,1,DRAW_SEGMENT,13
0.59,0.021599999999999998,0.0,1,DRAW_SEGMENT,13
0.5888,0.022799999999999997,0.0,1,DRAW_SEGMENT,13
0.5876,0.022799999999999997,0.0,1,DRAW_SEGMENT,13
0.5864,0.023999999999999997,0.0,1,DRAW_SEGMENT,13
0.5851999999999999,0.023999999999999997,0.0,1,DRAW_SEGMENT,13
0.584,0.025199999999999997,0.0,1,DRAW_SEGMENT,13
0.5828,0.025199999999999997,0.0,1,DRAW_SEGMENT,13
0.5816,0.026399999999999996,0.0,1,DRAW_SEGMENT,13
0.5804,0.026399999999999996,0.0,1,DRAW_SEGMENT,13
0.5791999999999999,0.027599999999999996,0.0,1,DRAW_SEGMENT,13
0.578,0.027599999999999996,0.0,1,DRAW_SEGMENT,13
0.5768,0.0288,0.0,1,DRAW_SEGMENT,13
0.5756,0.0288,0.0,1,DRAW_SEGMENT,13
0.5744,0.0288,0.0,1,DRAW_SEGMENT,13
0.5731999999999999,0.03,0.0,1,DRAW_SEGMENT,13
0.572,0.03,0.0,1,DRAW_SEGMENT,13
0.5708,0.0312,0.0,1,DRAW_SEGMENT,13
0.5696,0.0312,0.0,1,DRAW_SEGMENT,13
0.5684,0.0312,0.0,1,DRAW_SEGMENT,13
0.5672,0.0324,0.0,1,DRAW_SEGMENT,13
0.566,0.0324,0.0,1,DRAW_SEGMENT,13
0.5648,0.0324,0.0,1,DRAW_SEGMENT,13
0.5636,0.0336,0.0,1,DRAW_SEGMENT,13
0.5624,0.0336,0.0,1,DRAW_SEGMENT,13
0.5612,0.0336,0.0,1,DRAW_SEGMENT,13
0.56,0.0348,0.0,1,DRAW_SEGMENT,13
0.5588,0.0348,0.0,1,DRAW_SEGMENT,13
0.5576,0.0348,0.0,1,DRAW_SEGMENT,13
0.5564,0.0348,0.0,1,DRAW_SEGMENT,13
0.5552,0.036,0.0,1,DRAW_SEGMENT,13
0.554,0.036,0.0,1,DRAW_SEGMENT,13
0.5528,0.036,0.0,1,DRAW_SEGMENT,13
0.5516,0.036,0.0,1,DRAW_SEGMENT,13
0.5504,0.0372,0.0,1,DRAW_SEGMENT,13
0.5492,0.0372,0.0,1,DRAW_SEGMENT,13
0.548,0.0372,0.0,1,DRAW_SEGMENT,13
0.5468,0.0372,0.0,1,DRAW_SEGMENT,13
0.5456,0.0384,0.0,1,DRAW_SEGMENT,13
0.5444,0.0384,0.0,1,DRAW_SEGMENT,13
0.5432,0.0384,0.0,1,DRAW_SEGMENT,13
0.542,0.0384,0.0,1,DRAW_SEGMENT,13
0.5408,0.0384,0.0,1,DRAW_SEGMENT,13
0.5396,0.0384,0.0,1,DRAW_SEGMENT,13
0.5384,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5372,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.536,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5347999999999999,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5336,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5324,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5312,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.53,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5288,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5276,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5264,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5252,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.524,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5228,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5216,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5204,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5192,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.518,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5168,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5156,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5144,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5132,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.512,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5108,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5096,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5084,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5072,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.506,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5048,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5036,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5024,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5012,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.4988,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.4976,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.4964,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.4952,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.494,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.4928,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4916,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4904,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4892,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.488,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4868,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4856,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4844,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4832,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.482,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.4808,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.4796,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.4784,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.4772,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.476,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.4748,0.0384,0.0,1,DRAW_SEGMENT,13
0.4736,0.0384,0.0,1,DRAW_SEGMENT,13
0.4724,0.0372,0.0,1,DRAW_SEGMENT,13
0.4712,0.0372,0.0,1,DRAW_SEGMENT,13
0.47,0.0372,0.0,1,DRAW_SEGMENT,13
0.4688,0.0372,0.0,1,DRAW_SEGMENT,13
0.4676,0.0372,0.0,1,DRAW_SEGMENT,13
0.4688,0.0372,0.0,1,DRAW_SEGMENT,13
0.47,0.0372,0.0,1,DRAW_SEGMENT,13
0.4712,0.0372,0.0,1,DRAW_SEGMENT,13
0.4724,0.0372,0.0,1,DRAW_SEGMENT,13
0.4736,0.0384,0.0,1,DRAW_SEGMENT,13
0.4748,0.0384,0.0,1,DRAW_SEGMENT,13
0.476,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.4772,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.4784,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.4796,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.4808,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.482,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.4832,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4844,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4856,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4868,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.488,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4892,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4904,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4916,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.4928,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.494,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.4952,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.4964,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.4976,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.4988,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5012,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5024,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5036,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5048,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.506,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5072,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5084,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5096,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5108,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.512,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5132,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5144,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5156,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.5168,0.041999999999999996,0.0,1,DRAW_SEGMENT,13
0.518,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5192,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5204,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5216,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5228,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.524,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5252,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5264,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5276,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5288,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.53,0.040799999999999996,0.0,1,DRAW_SEGMENT,13
0.5312,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5324,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5336,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5347999999999999,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.536,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5372,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5384,0.039599999999999996,0.0,1,DRAW_SEGMENT,13
0.5396,0.0384,0.0,1,DRAW_SEGMENT,13
0.5408,0.0384,0.0,1,DRAW_SEGMENT,13
0.542,0.0384,0.0,1,DRAW_SEGMENT,13
0.5432,0.0384,0.0,1,DRAW_SEGMENT,13
0.5444,0.0384,0.0,1,DRAW_SEGMENT,13
0.5456,0.0384,0.0,1,DRAW_SEGMENT,13
0.5468,0.0372,0.0,1,DRAW_SEGMENT,13
0.548,0.0372,0.0,1,DRAW_SEGMENT,13
0.5492,0.0372,0.0,1,DRAW_SEGMENT,13
0.5504,0.0372,0.0,1,DRAW_SEGMENT,13
0.5516,0.036,0.0,1,DRAW_SEGMENT,13
0.5528,0.036,0.0,1,DRAW_SEGMENT,13
0.554,0.036,0.0,1,DRAW_SEGMENT,13
0.5552,0.036,0.0,1,DRAW_SEGMENT,13
0.5564,0.0348,0.0,1,DRAW_SEGMENT,13
0.5576,0.0348,0.0,1,DRAW_SEGMENT,13
0.5588,0.0348,0.0,1,DRAW_SEGMENT,13
0.56,0.0348,0.0,1,DRAW_SEGMENT,13
0.5612,0.0336,0.0,1,DRAW_SEGMENT,13
0.5624,0.0336,0.0,1,DRAW_SEGMENT,13
0.5636,0.0336,0.0,1,DRAW_SEGMENT,13
0.5648,0.0324,0.0,1,DRAW_SEGMENT,13
0.566,0.0324,0.0,1,DRAW_SEGMENT,13
0.5672,0.0324,0.0,1,DRAW_SEGMENT,13
0.5684,0.0312,0.0,1,DRAW_SEGMENT,13
0.5696,0.0312,0.0,1,DRAW_SEGMENT,13
0.5708,0.0312,0.0,1,DRAW_SEGMENT,13
0.572,0.03,0.0,1,DRAW_SEGMENT,13
0.5731999999999999,0.03,0.0,1,DRAW_SEGMENT,13
0.5744,0.0288,0.0,1,DRAW_SEGMENT,13
0.5756,0.0288,0.0,1,DRAW_SEGMENT,13
0.5768,0.0288,0.0,1,DRAW_SEGMENT,13
0.578,0.027599999999999996,0.0,1,DRAW_SEGMENT,13
0.5791999999999999,0.027599999999999996,0.0,1,DRAW_SEGMENT,13
0.5804,0.026399999999999996,0.0,1,DRAW_SEGMENT,13
0.5816,0.026399999999999996,0.0,1,DRAW_SEGMENT,13
0.5828,0.025199999999999997,0.0,1,DRAW_SEGMENT,13
0.584,0.025199999999999997,0.0,1,DRAW_SEGMENT,13
0.5851999999999999,0.023999999999999997,0.0,1,DRAW_SEGMENT,13
0.5864,0.023999999999999997,0.0,1,DRAW_SEGMENT,13
0.5876,0.022799999999999997,0.0,1,DRAW_SEGMENT,13
0.5888,0.022799999999999997,0.0,1,DRAW_SEGMENT,13
0.59,0.021599999999999998,0.0,1,DRAW_SEGMENT,13
0.5912,0.021599999999999998,0.0,1,DRAW_SEGMENT,13
0.5924,0.020399999999999998,0.0,1,DRAW_SEGMENT,13
0.5936,0.020399999999999998,0.0,1,DRAW_SEGMENT,13
0.5948,0.0192,0.0,1,DRAW_SEGMENT,13
0.596,0.0192,0.0,1,DRAW_SEGMENT,13
0.5972,0.018,0.0,1,DRAW_SEGMENT,13
0.5984,0.018,0.0,1,DRAW_SEGMENT,13
0.5996,0.0168,0.0,1,DRAW_SEGMENT,13
0.6008,0.0156,0.0,1,DRAW_SEGMENT,13
0.602,0.0156,0.0,1,DRAW_SEGMENT,13
0.6032,0.0144,0.0,1,DRAW_SEGMENT,13
0.6044,0.0144,0.0,1,DRAW_SEGMENT,13
0.6056,0.013199999999999998,0.0,1,DRAW_SEGMENT,13
0.6068,0.011999999999999999,0.0,1,DRAW_SEGMENT,13
0.608,0.010799999999999999,0.0,1,DRAW_SEGMENT,13
0.6092,0.010799999999999999,0.0,1,DRAW_SEGMENT,13
0.6103999999999999,0.0096,0.0,1,DRAW_SEGMENT,13
0.6116,0.0084,0.0,1,DRAW_SEGMENT,13
0.6128,0.0072,0.0,1,DRAW_SEGMENT,13
0.614,0.0072,0.0,1,DRAW_SEGMENT,13
0.6152,0.005999999999999999,0.0,1,DRAW_SEGMENT,13
0.6164,0.0048,0.0,1,DRAW_SEGMENT,13
0.6176,0.0036,0.0,1,DRAW_SEGMENT,13
0.6188,0.0024,0.0,1,DRAW_SEGMENT,13
0.62,0.0012,0.0,1,DRAW_SEGMENT,13
0.6212,0.0,0.0,1,DRAW_SEGMENT,13
0.6224,-0.0012,0.0,1,DRAW_SEGMENT,13
0.6235999999999999,-0.0024,0.0,1,DRAW_SEGMENT,13
0.6248,-0.0036,0.0,1,DRAW_SEGMENT,13
0.626,-0.0048,0.0,1,DRAW_SEGMENT,13
0.6272,-0.005999999999999999,0.0,1,DRAW_SEGMENT,13
0.6284,-0.0072,0.0,1,DRAW_SEGMENT,13
0.6284,-0.0084,0.0,1,DRAW_SEGMENT,13
0.6295999999999999,-0.0096,0.0,1,DRAW_SEGMENT,13
0.6308,-0.010799999999999999,0.0,1,DRAW_SEGMENT,13
0.632,-0.011999999999999999,0.0,1,DRAW_SEGMENT,13
0.632,-0.013199999999999998,0.0,1,DRAW_SEGMENT,13
0.6332,-0.0144,0.0,1,DRAW_SEGMENT,13
0.6344,-0.0156,0.0,1,DRAW_SEGMENT,13
0.6355999999999999,-0.0168,0.0,1,DRAW_SEGMENT,13
0.6355999999999999,-0.018,0.0,1,DRAW_SEGMENT,13
0.6368,-0.0192,0.0,1,DRAW_SEGMENT,13
0.638,-0.020399999999999998,0.0,1,DRAW_SEGMENT,13
0.6392,-0.021599999999999998,0.0,1,DRAW_SEGMENT,13
0.6404,-0.022799999999999997,0.0,1,DRAW_SEGMENT,13
0.6416,-0.021599999999999998,0.0,1,DRAW_SEGMENT,13
0.6416,-0.020399999999999998,0.0,1,DRAW_SEGMENT,13
